Date,Close,High,Low,Open,Volume
2018-03-20,1110.199951171875,1110.199951171875,1110.199951171875,1110.199951171875,0
2018-03-21,1088.02001953125,1088.02001953125,1088.02001953125,1088.02001953125,0
2018-03-22,1075.0699462890625,1075.0699462890625,1075.0699462890625,1075.0699462890625,0
2018-03-23,1084.9000244140625,1084.9000244140625,1084.9000244140625,1084.9000244140625,0
2018-03-26,1092.1800537109375,1092.1800537109375,1092.1800537109375,1092.1800537109375,0
2018-03-27,1126.699951171875,1126.699951171875,1126.699951171875,1126.699951171875,0
2018-03-28,1116.719970703125,1116.719970703125,1116.719970703125,1116.719970703125,0
2018-03-29,1111.3800048828125,1111.3800048828125,1111.3800048828125,1111.3800048828125,0
2018-04-02,1111.3800048828125,1111.3800048828125,1111.3800048828125,1111.3800048828125,0
2018-04-03,1080.3599853515625,1080.3599853515625,1080.3599853515625,1080.3599853515625,0
2018-04-04,1049.989990234375,1049.989990234375,1049.989990234375,1049.989990234375,0
2018-04-05,1083.530029296875,1083.530029296875,1083.530029296875,1083.530029296875,0
2018-04-10,1091.5,1091.5,1091.5,1091.5,0
2018-04-11,1072.5699462890625,1072.5699462890625,1072.5699462890625,1072.5699462890625,0
2018-04-12,1088.0799560546875,1088.0799560546875,1088.0799560546875,1088.0799560546875,0
2018-04-13,1109.780029296875,1109.780029296875,1109.780029296875,1109.780029296875,0
2018-04-16,1163.3499755859375,1163.3499755859375,1163.3499755859375,1163.3499755859375,0
2018-04-17,1177.6300048828125,1177.6300048828125,1177.6300048828125,1177.6300048828125,0
2018-04-18,1171.25,1171.25,1171.25,1171.25,0
2018-04-19,1166.0899658203125,1166.0899658203125,1166.0899658203125,1166.0899658203125,0
2018-04-20,1184.9100341796875,1184.9100341796875,1184.9100341796875,1184.9100341796875,0
2018-04-23,1162.449951171875,1162.449951171875,1162.449951171875,1162.449951171875,0
2018-04-24,1167.8399658203125,1167.8399658203125,1167.8399658203125,1167.8399658203125,0
2018-04-25,1150.6300048828125,1150.6300048828125,1150.6300048828125,1150.6300048828125,0
2018-04-26,1154.8900146484375,1154.8900146484375,1154.8900146484375,1154.8900146484375,0
2018-04-27,1165.3800048828125,1165.3800048828125,1165.3800048828125,1165.3800048828125,0
2018-04-30,1181.4599609375,1181.4599609375,1181.4599609375,1181.4599609375,0
2018-05-02,1178.77001953125,1178.77001953125,1178.77001953125,1178.77001953125,0
2018-05-03,1147.3699951171875,1147.3699951171875,1147.3699951171875,1147.3699951171875,0
2018-05-04,1143.1199951171875,1143.1199951171875,1143.1199951171875,1143.1199951171875,0
2018-05-07,1117.1199951171875,1117.1199951171875,1117.1199951171875,1117.1199951171875,0
2018-05-08,1129.5,1129.5,1129.5,1129.5,0
2018-05-09,1127.050048828125,1127.050048828125,1127.050048828125,1127.050048828125,0
2018-05-10,1108.56005859375,1108.56005859375,1108.56005859375,1108.56005859375,0
2018-05-11,1136.1700439453125,1136.1700439453125,1136.1700439453125,1136.1700439453125,0
2018-05-14,1123.449951171875,1123.449951171875,1123.449951171875,1123.449951171875,0
2018-05-15,1086.8599853515625,1086.8599853515625,1086.8599853515625,1086.8599853515625,0
2018-05-16,1053.239990234375,1053.239990234375,1053.239990234375,1053.239990234375,0
2018-05-17,1058.9599609375,1058.9599609375,1058.9599609375,1058.9599609375,0
2018-05-18,1033.9000244140625,1033.9000244140625,1033.9000244140625,1033.9000244140625,0
2018-05-21,1055.97998046875,1055.97998046875,1055.97998046875,1055.97998046875,0
2018-05-22,1078.47998046875,1078.47998046875,1078.47998046875,1078.47998046875,0
2018-05-23,1060.6600341796875,1060.6600341796875,1060.6600341796875,1060.6600341796875,0
2018-05-24,1027.1600341796875,1027.1600341796875,1027.1600341796875,1027.1600341796875,0
2018-05-25,1008.02001953125,1008.02001953125,1008.02001953125,1008.02001953125,0
2018-05-29,1001.75,1001.75,1001.75,1001.75,0
2018-05-30,1033.8599853515625,1033.8599853515625,1033.8599853515625,1033.8599853515625,0
2018-05-31,1054.760009765625,1054.760009765625,1054.760009765625,1054.760009765625,0
2018-06-01,1058.1099853515625,1058.1099853515625,1058.1099853515625,1058.1099853515625,0
2018-06-04,1046.5,1046.5,1046.5,1046.5,0
2018-06-05,1033.9200439453125,1033.9200439453125,1033.9200439453125,1033.9200439453125,0
2018-06-06,1030.0699462890625,1030.0699462890625,1030.0699462890625,1030.0699462890625,0
2018-06-07,1042.1300048828125,1042.1300048828125,1042.1300048828125,1042.1300048828125,0
2018-06-08,1019.010009765625,1019.010009765625,1019.010009765625,1019.010009765625,0
2018-06-11,1004.1099853515625,1004.1099853515625,1004.1099853515625,1004.1099853515625,0
2018-06-12,1009.8099975585938,1009.8099975585938,1009.8099975585938,1009.8099975585938,0
2018-06-13,1019.6900024414062,1019.6900024414062,1019.6900024414062,1019.6900024414062,0
2018-06-14,1024.3299560546875,1024.3299560546875,1024.3299560546875,1024.3299560546875,0
2018-06-15,1009.2899780273438,1009.2899780273438,1009.2899780273438,1009.2899780273438,0
2018-06-18,1009.2000122070312,1009.2000122070312,1009.2000122070312,1009.2000122070312,0
2018-06-19,1010.8900146484375,1010.8900146484375,1010.8900146484375,1010.8900146484375,0
2018-06-20,1004.8599853515625,1004.8599853515625,1004.8599853515625,1004.8599853515625,0
2018-06-21,1024.8199462890625,1024.8199462890625,1024.8199462890625,1024.8199462890625,0
2018-06-22,1014.6199951171875,1014.6199951171875,1014.6199951171875,1014.6199951171875,0
2018-06-25,1000.1500244140625,1000.1500244140625,1000.1500244140625,1000.1500244140625,0
2018-06-26,1006.719970703125,1006.719970703125,1006.719970703125,1006.719970703125,0
2018-06-27,1009.530029296875,1009.530029296875,1009.530029296875,1009.530029296875,0
2018-06-28,969.6799926757812,969.6799926757812,969.6799926757812,969.6799926757812,0
2018-06-29,981.4500122070312,981.4500122070312,981.4500122070312,981.4500122070312,0
2018-07-02,967.780029296875,967.780029296875,967.780029296875,967.780029296875,0
2018-07-03,975.6099853515625,975.6099853515625,975.6099853515625,975.6099853515625,0
2018-07-05,983.739990234375,983.739990234375,983.739990234375,983.739990234375,0
2018-07-06,992.7899780273438,992.7899780273438,992.7899780273438,992.7899780273438,0
2018-07-09,978.75,978.75,978.75,978.75,0
2018-07-10,992.2999877929688,992.2999877929688,992.2999877929688,992.2999877929688,0
2018-07-11,973.9500122070312,973.9500122070312,973.9500122070312,973.9500122070312,0
2018-07-12,966.7999877929688,966.7999877929688,966.7999877929688,966.7999877929688,0
2018-07-13,974.72998046875,974.72998046875,974.72998046875,974.72998046875,0
2018-07-16,986.2899780273438,986.2899780273438,986.2899780273438,986.2899780273438,0
2018-07-17,976.4099731445312,976.4099731445312,976.4099731445312,976.4099731445312,0
2018-07-18,975.0800170898438,975.0800170898438,975.0800170898438,975.0800170898438,0
2018-07-19,968.2000122070312,968.2000122070312,968.2000122070312,968.2000122070312,0
2018-07-20,967.3300170898438,967.3300170898438,967.3300170898438,967.3300170898438,0
2018-07-23,962.719970703125,962.719970703125,962.719970703125,962.719970703125,0
2018-07-24,968.1599731445312,968.1599731445312,968.1599731445312,968.1599731445312,0
2018-07-25,976.77001953125,976.77001953125,976.77001953125,976.77001953125,0
2018-07-26,986.969970703125,986.969970703125,986.969970703125,986.969970703125,0
2018-07-27,966.5900268554688,966.5900268554688,966.5900268554688,966.5900268554688,0
2018-07-30,966.47998046875,966.47998046875,966.47998046875,966.47998046875,0
2018-07-31,985.2000122070312,985.2000122070312,985.2000122070312,985.2000122070312,0
2018-08-01,994.989990234375,994.989990234375,994.989990234375,994.989990234375,0
2018-08-02,981.8200073242188,981.8200073242188,981.8200073242188,981.8200073242188,0
2018-08-03,986.8900146484375,986.8900146484375,986.8900146484375,986.8900146484375,0
2018-08-06,990.760009765625,990.760009765625,990.760009765625,990.760009765625,0
2018-08-07,990.9199829101562,990.9199829101562,990.9199829101562,990.9199829101562,0
2018-08-08,973.5700073242188,973.5700073242188,973.5700073242188,973.5700073242188,0
2018-08-09,992.0900268554688,992.0900268554688,992.0900268554688,992.0900268554688,0
2018-08-10,975.9000244140625,975.9000244140625,975.9000244140625,975.9000244140625,0
2018-08-13,959.4600219726562,959.4600219726562,959.4600219726562,959.4600219726562,0
2018-08-14,950.1799926757812,950.1799926757812,950.1799926757812,950.1799926757812,0
2018-08-15,950.1799926757812,950.1799926757812,950.1799926757812,950.1799926757812,0
2018-08-16,926.0800170898438,926.0800170898438,926.0800170898438,926.0800170898438,0
2018-08-17,924.3300170898438,924.3300170898438,924.3300170898438,924.3300170898438,0
2018-08-20,923.510009765625,923.510009765625,923.510009765625,923.510009765625,0
2018-08-21,915.8499755859375,915.8499755859375,915.8499755859375,915.8499755859375,0
2018-08-22,936.6900024414062,936.6900024414062,936.6900024414062,936.6900024414062,0
2018-08-23,980.1199951171875,980.1199951171875,980.1199951171875,980.1199951171875,0
2018-08-24,970.739990234375,970.739990234375,970.739990234375,970.739990234375,0
2018-08-27,977.77001953125,977.77001953125,977.77001953125,977.77001953125,0
2018-08-28,978.2100219726562,978.2100219726562,978.2100219726562,978.2100219726562,0
2018-08-29,996.3099975585938,996.3099975585938,996.3099975585938,996.3099975585938,0
2018-08-30,972.5800170898438,972.5800170898438,972.5800170898438,972.5800170898438,0
2018-08-31,972.72998046875,972.72998046875,972.72998046875,972.72998046875,0
2018-09-04,927.260009765625,927.260009765625,927.260009765625,927.260009765625,0
2018-09-05,921.9500122070312,921.9500122070312,921.9500122070312,921.9500122070312,0
2018-09-06,912.1699829101562,912.1699829101562,912.1699829101562,912.1699829101562,0
2018-09-07,906.97998046875,906.97998046875,906.97998046875,906.97998046875,0
2018-09-10,945.6099853515625,945.6099853515625,945.6099853515625,945.6099853515625,0
2018-09-11,929.1599731445312,929.1599731445312,929.1599731445312,929.1599731445312,0
2018-09-12,922.8499755859375,922.8499755859375,922.8499755859375,922.8499755859375,0
2018-09-13,905.72998046875,905.72998046875,905.72998046875,905.72998046875,0
2018-09-14,919.02001953125,919.02001953125,919.02001953125,919.02001953125,0
2018-09-17,903.1900024414062,903.1900024414062,903.1900024414062,903.1900024414062,0
2018-09-18,908.9500122070312,908.9500122070312,908.9500122070312,908.9500122070312,0
2018-09-19,931.1199951171875,931.1199951171875,931.1199951171875,931.1199951171875,0
2018-09-20,901.2000122070312,901.2000122070312,901.2000122070312,901.2000122070312,0
2018-09-21,926.1699829101562,926.1699829101562,926.1699829101562,926.1699829101562,0
2018-09-24,920.9600219726562,920.9600219726562,920.9600219726562,920.9600219726562,0
2018-09-25,923.1400146484375,923.1400146484375,923.1400146484375,923.1400146484375,0
2018-09-26,935.7000122070312,935.7000122070312,935.7000122070312,935.7000122070312,0
2018-09-27,933.8099975585938,933.8099975585938,933.8099975585938,933.8099975585938,0
2018-09-28,919.8800048828125,919.8800048828125,919.8800048828125,919.8800048828125,0
2018-10-01,915.5700073242188,915.5700073242188,915.5700073242188,915.5700073242188,0
2018-10-02,918.280029296875,918.280029296875,918.280029296875,918.280029296875,0
2018-10-03,908.719970703125,908.719970703125,908.719970703125,908.719970703125,0
2018-10-04,902.1300048828125,902.1300048828125,902.1300048828125,902.1300048828125,0
2018-10-05,886.6300048828125,886.6300048828125,886.6300048828125,886.6300048828125,0
2018-10-08,868.8300170898438,868.8300170898438,868.8300170898438,868.8300170898438,0
2018-10-09,848.1799926757812,848.1799926757812,848.1799926757812,848.1799926757812,0
2018-10-10,852.9400024414062,852.9400024414062,852.9400024414062,852.9400024414062,0
2018-10-11,851.5800170898438,851.5800170898438,851.5800170898438,851.5800170898438,0
2018-10-12,870.719970703125,870.719970703125,870.719970703125,870.719970703125,0
2018-10-15,882.2100219726562,882.2100219726562,882.2100219726562,882.2100219726562,0
2018-10-16,865.5999755859375,865.5999755859375,865.5999755859375,865.5999755859375,0
2018-10-17,854.6500244140625,854.6500244140625,854.6500244140625,854.6500244140625,0
2018-10-18,867.030029296875,867.030029296875,867.030029296875,867.030029296875,0
2018-10-19,849.6599731445312,849.6599731445312,849.6599731445312,849.6599731445312,0
2018-10-22,828.4299926757812,828.4299926757812,828.4299926757812,828.4299926757812,0
2018-10-23,807.5599975585938,807.5599975585938,807.5599975585938,807.5599975585938,0
2018-10-24,813.969970703125,813.969970703125,813.969970703125,813.969970703125,0
2018-10-25,800.9500122070312,800.9500122070312,800.9500122070312,800.9500122070312,0
2018-10-26,807.3800048828125,807.3800048828125,807.3800048828125,807.3800048828125,0
2018-10-29,825.7100219726562,825.7100219726562,825.7100219726562,825.7100219726562,0
2018-10-30,812.8300170898438,812.8300170898438,812.8300170898438,812.8300170898438,0
2018-10-31,815.1599731445312,815.1599731445312,815.1599731445312,815.1599731445312,0
2018-11-01,792.75,792.75,792.75,792.75,0
2018-11-02,780.3800048828125,780.3800048828125,780.3800048828125,780.3800048828125,0
2018-11-05,766.5499877929688,766.5499877929688,766.5499877929688,766.5499877929688,0
2018-11-06,795.219970703125,795.219970703125,795.219970703125,795.219970703125,0
2018-11-07,819.2899780273438,819.2899780273438,819.2899780273438,819.2899780273438,0
2018-11-08,812.8300170898438,812.8300170898438,812.8300170898438,812.8300170898438,0
2018-11-09,823.9500122070312,823.9500122070312,823.9500122070312,823.9500122070312,0
2018-11-12,825.1199951171875,825.1199951171875,825.1199951171875,825.1199951171875,0
2018-11-13,840.1099853515625,840.1099853515625,840.1099853515625,840.1099853515625,0
2018-11-14,822.9000244140625,822.9000244140625,822.9000244140625,822.9000244140625,0
2018-11-15,817.02001953125,817.02001953125,817.02001953125,817.02001953125,0
2018-11-16,812.6500244140625,812.6500244140625,812.6500244140625,812.6500244140625,0
2018-11-19,788.52001953125,788.52001953125,788.52001953125,788.52001953125,0
2018-11-20,775.1099853515625,775.1099853515625,775.1099853515625,775.1099853515625,0
2018-11-21,769.4400024414062,769.4400024414062,769.4400024414062,769.4400024414062,0
2018-11-23,760.9400024414062,760.9400024414062,760.9400024414062,760.9400024414062,0
2018-11-26,759.2100219726562,759.2100219726562,759.2100219726562,759.2100219726562,0
2018-11-27,749.9199829101562,749.9199829101562,749.9199829101562,749.9199829101562,0
2018-11-28,739.7899780273438,739.7899780273438,739.7899780273438,739.7899780273438,0
2018-11-29,785.0499877929688,785.0499877929688,785.0499877929688,785.0499877929688,0
2018-11-30,804.1400146484375,804.1400146484375,804.1400146484375,804.1400146484375,0
2018-12-03,847.719970703125,847.719970703125,847.719970703125,847.719970703125,0
2018-12-04,858.4299926757812,858.4299926757812,858.4299926757812,858.4299926757812,0
2018-12-06,850.6799926757812,850.6799926757812,850.6799926757812,850.6799926757812,0
2018-12-07,852.989990234375,852.989990234375,852.989990234375,852.989990234375,0
2018-12-10,823.0800170898438,823.0800170898438,823.0800170898438,823.0800170898438,0
2018-12-11,834.8499755859375,834.8499755859375,834.8499755859375,834.8499755859375,0
2018-12-13,833.1599731445312,833.1599731445312,833.1599731445312,833.1599731445312,0
2018-12-14,817.2999877929688,817.2999877929688,817.2999877929688,817.2999877929688,0
2018-12-17,795.8800048828125,795.8800048828125,795.8800048828125,795.8800048828125,0
2018-12-18,775.219970703125,775.219970703125,775.219970703125,775.219970703125,0
2018-12-19,774.6300048828125,774.6300048828125,774.6300048828125,774.6300048828125,0
2018-12-20,792.2000122070312,792.2000122070312,792.2000122070312,792.2000122070312,0
2018-12-21,786.469970703125,786.469970703125,786.469970703125,786.469970703125,0
2018-12-24,786.469970703125,786.469970703125,786.469970703125,786.469970703125,0
2018-12-26,786.469970703125,786.469970703125,786.469970703125,786.469970703125,0
2018-12-27,757.8599853515625,757.8599853515625,757.8599853515625,757.8599853515625,0
2018-12-28,763.5599975585938,763.5599975585938,763.5599975585938,763.5599975585938,0
2018-12-31,780.260009765625,780.260009765625,780.260009765625,780.260009765625,0
2019-01-02,762.8699951171875,762.8699951171875,762.8699951171875,762.8699951171875,0
2019-01-03,759.219970703125,759.219970703125,759.219970703125,759.219970703125,0
2019-01-04,763.5599975585938,763.5599975585938,763.5599975585938,763.5599975585938,0
2019-01-07,766.3699951171875,766.3699951171875,766.3699951171875,766.3699951171875,0
2019-01-08,774.5900268554688,774.5900268554688,774.5900268554688,774.5900268554688,0
2019-01-09,782.3099975585938,782.3099975585938,782.3099975585938,782.3099975585938,0
2019-01-10,779.2899780273438,779.2899780273438,779.2899780273438,779.2899780273438,0
2019-01-11,772.4199829101562,772.4199829101562,772.4199829101562,772.4199829101562,0
2019-01-14,764.969970703125,764.969970703125,764.969970703125,764.969970703125,0
2019-01-15,756.8699951171875,756.8699951171875,756.8699951171875,756.8699951171875,0
2019-01-16,767.1099853515625,767.1099853515625,767.1099853515625,767.1099853515625,0
2019-01-17,755.3300170898438,755.3300170898438,755.3300170898438,755.3300170898438,0
2019-01-18,746.489990234375,746.489990234375,746.489990234375,746.489990234375,0
2019-01-22,764.4299926757812,764.4299926757812,764.4299926757812,764.4299926757812,0
2019-01-23,766.3699951171875,766.3699951171875,766.3699951171875,766.3699951171875,0
2019-01-24,761.5399780273438,761.5399780273438,761.5399780273438,761.5399780273438,0
2019-01-25,765.5800170898438,765.5800170898438,765.5800170898438,765.5800170898438,0
2019-01-28,769.9199829101562,769.9199829101562,769.9199829101562,769.9199829101562,0
2019-01-29,777.3599853515625,777.3599853515625,777.3599853515625,777.3599853515625,0
2019-01-30,775.0499877929688,775.0499877929688,775.0499877929688,775.0499877929688,0
2019-01-31,769.6400146484375,769.6400146484375,769.6400146484375,769.6400146484375,0
2019-02-01,772.5399780273438,772.5399780273438,772.5399780273438,772.5399780273438,0
2019-02-04,786.4500122070312,786.4500122070312,786.4500122070312,786.4500122070312,0
2019-02-05,788.25,788.25,788.25,788.25,0
2019-02-06,822.3800048828125,822.3800048828125,822.3800048828125,822.3800048828125,0
2019-02-07,805.4000244140625,805.4000244140625,805.4000244140625,805.4000244140625,0
2019-02-08,815.5399780273438,815.5399780273438,815.5399780273438,815.5399780273438,0
2019-02-11,815.9299926757812,815.9299926757812,815.9299926757812,815.9299926757812,0
2019-02-12,826.969970703125,826.969970703125,826.969970703125,826.969970703125,0
2019-02-13,823.6699829101562,823.6699829101562,823.6699829101562,823.6699829101562,0
2019-02-14,820.0900268554688,820.0900268554688,820.0900268554688,820.0900268554688,0
2019-02-15,820.75,820.75,820.75,820.75,0
2019-02-20,827.3499755859375,827.3499755859375,827.3499755859375,827.3499755859375,0
2019-02-21,834.3900146484375,834.3900146484375,834.3900146484375,834.3900146484375,0
2019-02-22,834.260009765625,834.260009765625,834.260009765625,834.260009765625,0
2019-02-25,856.1900024414062,856.1900024414062,856.1900024414062,856.1900024414062,0
2019-02-26,855.6699829101562,855.6699829101562,855.6699829101562,855.6699829101562,0
2019-02-27,850.6099853515625,850.6099853515625,850.6099853515625,850.6099853515625,0
2019-02-28,887.8800048828125,887.8800048828125,887.8800048828125,887.8800048828125,0
2019-03-01,896.2100219726562,896.2100219726562,896.2100219726562,896.2100219726562,0
2019-03-04,902.2000122070312,902.2000122070312,902.2000122070312,902.2000122070312,0
2019-03-05,890.5900268554688,890.5900268554688,890.5900268554688,890.5900268554688,0
2019-03-06,895.6900024414062,895.6900024414062,895.6900024414062,895.6900024414062,0
2019-03-07,884.5700073242188,884.5700073242188,884.5700073242188,884.5700073242188,0
2019-03-08,883.760009765625,883.760009765625,883.760009765625,883.760009765625,0
2019-03-12,883.0,883.0,883.0,883.0,0
2019-03-13,895.260009765625,895.260009765625,895.260009765625,895.260009765625,0
2019-03-14,932.9000244140625,932.9000244140625,932.9000244140625,932.9000244140625,0
2019-03-15,926.739990234375,926.739990234375,926.739990234375,926.739990234375,0
2019-03-19,918.989990234375,918.989990234375,918.989990234375,918.989990234375,0
2019-03-20,919.1799926757812,919.1799926757812,919.1799926757812,919.1799926757812,0
2019-03-21,913.6900024414062,913.6900024414062,913.6900024414062,913.6900024414062,0
2019-03-22,898.5,898.5,898.5,898.5,0
2019-03-26,892.0999755859375,892.0999755859375,892.0999755859375,892.0999755859375,0
2019-03-27,885.219970703125,885.219970703125,885.219970703125,885.219970703125,0
2019-03-28,890.3300170898438,890.3300170898438,890.3300170898438,890.3300170898438,0
2019-03-29,901.3300170898438,901.3300170898438,901.3300170898438,901.3300170898438,0
2019-04-01,941.469970703125,941.469970703125,941.469970703125,941.469970703125,0
2019-04-02,938.4500122070312,938.4500122070312,938.4500122070312,938.4500122070312,0
2019-04-03,946.77001953125,946.77001953125,946.77001953125,946.77001953125,0
2019-04-04,947.02001953125,947.02001953125,947.02001953125,947.02001953125,0
2019-04-05,957.8599853515625,957.8599853515625,957.8599853515625,957.8599853515625,0
2019-04-08,970.8400268554688,970.8400268554688,970.8400268554688,970.8400268554688,0
2019-04-09,976.0499877929688,976.0499877929688,976.0499877929688,976.0499877929688,0
2019-04-10,960.77001953125,960.77001953125,960.77001953125,960.77001953125,0
2019-04-11,981.6699829101562,981.6699829101562,981.6699829101562,981.6699829101562,0
2019-04-12,971.7100219726562,971.7100219726562,971.7100219726562,971.7100219726562,0
2019-04-15,974.3699951171875,974.3699951171875,974.3699951171875,974.3699951171875,0
2019-04-16,961.7000122070312,961.7000122070312,961.7000122070312,961.7000122070312,0
2019-04-17,960.469970703125,960.469970703125,960.469970703125,960.469970703125,0
2019-04-18,957.5999755859375,957.5999755859375,957.5999755859375,957.5999755859375,0
2019-04-22,957.5999755859375,957.5999755859375,957.5999755859375,957.5999755859375,0
2019-04-23,936.1199951171875,936.1199951171875,936.1199951171875,936.1199951171875,0
2019-04-24,929.9500122070312,929.9500122070312,929.9500122070312,929.9500122070312,0
2019-04-25,948.3099975585938,948.3099975585938,948.3099975585938,948.3099975585938,0
2019-04-29,948.3099975585938,948.3099975585938,948.3099975585938,948.3099975585938,0
2019-04-30,955.7000122070312,955.7000122070312,955.7000122070312,955.7000122070312,0
2019-05-01,955.7000122070312,955.7000122070312,955.7000122070312,955.7000122070312,0
2019-05-02,943.27001953125,943.27001953125,943.27001953125,943.27001953125,0
2019-05-03,951.9500122070312,951.9500122070312,951.9500122070312,951.9500122070312,0
2019-05-06,919.8800048828125,919.8800048828125,919.8800048828125,919.8800048828125,0
2019-05-07,920.719970703125,920.719970703125,920.719970703125,920.719970703125,0
2019-05-08,917.0399780273438,917.0399780273438,917.0399780273438,917.0399780273438,0
2019-05-09,905.47998046875,905.47998046875,905.47998046875,905.47998046875,0
2019-05-10,914.8599853515625,914.8599853515625,914.8599853515625,914.8599853515625,0
2019-05-13,870.9299926757812,870.9299926757812,870.9299926757812,870.9299926757812,0
2019-05-14,879.02001953125,879.02001953125,879.02001953125,879.02001953125,0
2019-05-15,880.9400024414062,880.9400024414062,880.9400024414062,880.9400024414062,0
2019-05-16,869.3699951171875,869.3699951171875,869.3699951171875,869.3699951171875,0
2019-05-17,864.8200073242188,864.8200073242188,864.8200073242188,864.8200073242188,0
2019-05-20,853.260009765625,853.260009765625,853.260009765625,853.260009765625,0
2019-05-21,858.0,858.0,858.0,858.0,0
2019-05-22,867.260009765625,867.260009765625,867.260009765625,867.260009765625,0
2019-05-23,863.1599731445312,863.1599731445312,863.1599731445312,863.1599731445312,0
2019-05-24,863.989990234375,863.989990234375,863.989990234375,863.989990234375,0
2019-05-28,943.5700073242188,943.5700073242188,943.5700073242188,943.5700073242188,0
